time,pcu
2024-10-01 10:15:00,456.2508835556721
2024-10-01 10:20:00,449.60261492250936
2024-10-01 10:25:00,441.54821459723
2024-10-01 10:30:00,445.3043792751309
2024-10-01 10:35:00,438.97786199899093
2024-10-01 10:40:00,443.70698984456726
2024-10-01 10:45:00,448.7913709511628
2024-10-01 10:50:00,439.74925926920196
2024-10-01 10:55:00,444.0006608472214
2024-10-01 11:00:00,290.72737984376556
2024-10-01 11:05:00,296.08367200944423
2024-10-01 11:10:00,297.4285319368668
2024-10-01 11:15:00,286.3326413351396
2024-10-01 11:20:00,280.2672841668662
2024-10-01 11:25:00,284.1745737133318
2024-10-01 11:30:00,280.15490045815415
2024-10-01 11:35:00,282.47092521914345
2024-10-01 11:40:00,281.5657479085174
2024-10-01 11:45:00,282.65471007174597
2024-10-01 11:50:00,270.1399003924452
2024-10-01 11:55:00,278.8958446653546
2024-10-01 12:00:00,266.16060558873824
2024-10-01 12:05:00,268.6880219324279
2024-10-01 12:10:00,266.76628540722777
2024-10-01 12:15:00,274.3040021009143
2024-10-01 12:20:00,267.36222750431426
2024-10-01 12:25:00,256.02559217251587
2024-10-01 12:30:00,248.78126003348453
2024-10-01 12:35:00,254.96498399063228
2024-10-01 12:40:00,245.58110271164685
2024-10-01 12:45:00,251.19539601898347
2024-10-01 12:50:00,241.20291990874927
2024-10-01 12:55:00,249.75126406939
2024-10-01 13:00:00,239.76614831239613
2024-10-01 13:05:00,233.30414622892815
2024-10-01 13:10:00,231.09225750034358
2024-10-01 13:15:00,229.71490102568504
2024-10-01 13:20:00,222.5636066957757
2024-10-01 13:25:00,222.88593767898894
2024-10-01 13:30:00,216.30242141125106
2024-10-01 13:35:00,218.32419286203827
2024-10-01 13:40:00,213.37207537619764
2024-10-01 13:45:00,205.25067180481938
2024-10-01 13:50:00,202.66303862398627
2024-10-01 13:55:00,204.03250464356958
2024-10-01 14:00:00,194.03491958092783
2024-10-01 14:05:00,193.5501265025944
2024-10-01 14:10:00,190.26821136023798
2024-10-01 14:15:00,192.50338546006932
2024-10-01 14:20:00,194.29742615926307
2024-10-01 14:25:00,176.4913948908766
2024-10-01 14:30:00,177.5560598562376
2024-10-01 14:35:00,175.21733373863304
2024-10-01 14:40:00,176.18342646088675
2024-10-01 14:45:00,169.83735164623695
2024-10-01 14:50:00,170.73334968387675
2024-10-01 14:55:00,171.8896272992385
2024-10-01 15:00:00,165.18099418256105
2024-10-01 15:05:00,161.34771638981388
2024-10-01 15:10:00,158.02047966594728
2024-10-01 15:15:00,151.0311283799561
2024-10-01 15:20:00,149.78036902373557
2024-10-01 15:25:00,151.54945840052872
2024-10-01 15:30:00,155.07190599034317
2024-10-01 15:35:00,145.92188996363868
2024-10-01 15:40:00,130.54055322496453
2024-10-01 15:45:00,139.3077159504176
2024-10-01 15:50:00,145.7863515034637
2024-10-01 15:55:00,143.00731290846826
2024-10-01 16:00:00,120.30192226894835
2024-10-01 16:05:00,126.39997314112036
2024-10-01 16:10:00,113.34945122326465
2024-10-01 16:15:00,121.09296011960295
2024-10-01 16:20:00,116.38426867645913
2024-10-01 16:25:00,115.1483791259442
2024-10-01 16:30:00,115.93989251126587
2024-10-01 16:35:00,118.54022467498396
2024-10-01 16:40:00,107.13814614681426
2024-10-01 16:45:00,121.95192799600056
2024-10-01 16:50:00,101.3684412303237
2024-10-01 16:55:00,111.48995495711357
2024-10-01 17:00:00,252.24917612723692
2024-10-01 17:05:00,245.01366599719557
2024-10-01 17:10:00,257.87482366698555
2024-10-01 17:15:00,249.19086962689136
2024-10-01 17:20:00,250.08667654394478
2024-10-01 17:25:00,257.4440285576288
2024-10-01 17:30:00,244.56166894032197
2024-10-01 17:35:00,239.5553832285348
2024-10-01 17:40:00,258.598707981164
2024-10-01 17:45:00,249.93890871785945
2024-10-01 17:50:00,247.01275897394754
2024-10-01 17:55:00,245.4511444334734
2024-10-01 18:00:00,247.71151498844753
2024-10-01 18:05:00,247.08754020565488
2024-10-01 18:10:00,252.03393049583374
2024-10-01 18:15:00,243.51332532558538
2024-10-01 18:20:00,257.12471301400996
2024-10-01 18:25:00,255.39822740568263
2024-10-01 18:30:00,245.13502981542814
2024-10-01 18:35:00,253.82106943801742
2024-10-01 18:40:00,259.7117676462229
2024-10-01 18:45:00,246.3854396947021
2024-10-01 18:50:00,246.01875740257853
2024-10-01 18:55:00,264.3164820764652
2024-10-01 19:00:00,104.99808398642796
2024-10-01 19:05:00,104.86360325984533
2024-10-01 19:10:00,104.00826618139689
2024-10-01 19:15:00,116.59534939670539
2024-10-01 19:20:00,117.64925063640743
2024-10-01 19:25:00,122.45191214370851
2024-10-01 19:30:00,106.59573613237764
2024-10-01 19:35:00,124.48971634005811
2024-10-01 19:40:00,126.81657193219262
2024-10-01 19:45:00,118.03592894285967
2024-10-01 19:50:00,120.90598332351398
2024-10-01 19:55:00,137.27377183957663
2024-10-01 20:00:00,126.82328812195168
2024-10-01 20:05:00,129.4204635505163
2024-10-01 20:10:00,133.04711414149602
2024-10-01 20:15:00,141.2208376564687
2024-10-01 20:20:00,141.9824835988262
2024-10-01 20:25:00,143.53176417700354
2024-10-01 20:30:00,139.23065671848266
2024-10-01 20:35:00,148.83131302428276
2024-10-01 20:40:00,151.74580342670666
2024-10-01 20:45:00,149.05719147741803
2024-10-01 20:50:00,161.99745304052635
2024-10-01 20:55:00,162.0714100901762
2024-10-01 21:00:00,148.1605044969147
2024-10-01 21:05:00,170.10110423930627
2024-10-01 21:10:00,163.18042697933564
2024-10-01 21:15:00,168.18082291455627
2024-10-01 21:20:00,177.34391499819114
2024-10-01 21:25:00,169.70392868377374
2024-10-01 21:30:00,179.61108799838948
2024-10-01 21:35:00,183.99503380505521
2024-10-01 21:40:00,188.80457734933785
2024-10-01 21:45:00,197.42850343184404
2024-10-01 21:50:00,188.35362261471272
2024-10-01 21:55:00,193.23817656373865
2024-10-01 22:00:00,203.24744562263254
